"kWithin"	"Module"
"Zt09_chr_2_01024"	0.663508374122632	"M1"
"Zt09_chr_8_00605"	0.661082794108837	"M1"
"Zt09_chr_1_00132"	0.660694407373797	"M1"
"Zt09_chr_6_00704"	0.659390360567904	"M1"
"Zt09_chr_2_00094"	0.650873186705202	"M1"
"Zt09_chr_5_00564"	0.650727104426661	"M1"
"Zt09_chr_8_00681"	0.648752039403381	"M1"
"Zt09_chr_3_00149"	0.646840735260351	"M1"
"Zt09_chr_2_00244"	0.637970591453305	"M1"
"Zt09_chr_1_01276"	0.629463166270431	"M1"
"Zt09_chr_13_00160"	0.621673559925453	"M1"
"Zt09_chr_4_00526"	0.62088812093104	"M1"
"Zt09_chr_6_00613"	0.610897141239427	"M1"
"Zt09_chr_13_00269"	0.610508875289591	"M1"
"Zt09_chr_2_00213"	0.600162399243691	"M1"
"Zt09_chr_2_00247"	0.583193567102251	"M1"
"Zt09_chr_1_01590"	0.575148299362506	"M1"
"Zt09_chr_7_00097"	0.57476056327282	"M1"
"Zt09_chr_1_01786"	0.56852189314263	"M1"
"Zt09_chr_1_01053"	0.562123364571403	"M1"
"Zt09_chr_6_00700"	0.560258298890852	"M1"
"Zt09_chr_11_00149"	0.559058713791145	"M1"
"Zt09_chr_1_00150"	0.550986507943646	"M1"
"Zt09_chr_2_00641"	0.548817026479689	"M1"
"Zt09_chr_7_00016"	0.545277513230605	"M1"
"Zt09_chr_5_00658"	0.544670471406554	"M1"
"Zt09_chr_4_00289"	0.540345928594893	"M1"
"Zt09_chr_6_00635"	0.536776219029142	"M1"
"Zt09_chr_3_00516"	0.536369574134221	"M1"
"Zt09_chr_8_00737"	0.534121116154673	"M1"
"Zt09_chr_10_00030"	0.530741659232142	"M1"
"Zt09_chr_8_00123"	0.523360867374372	"M1"
"Zt09_chr_8_00414"	0.523242229419281	"M1"
"Zt09_chr_12_00448"	0.518740926572951	"M1"
"Zt09_chr_1_01779"	0.500521801799257	"M1"
"Zt09_chr_4_00692"	0.499927556234211	"M1"
"Zt09_chr_10_00178"	0.498776594730649	"M1"
"Zt09_chr_6_00353"	0.492037804473824	"M1"
"Zt09_chr_11_00406"	0.488116319697792	"M1"
"Zt09_chr_3_00525"	0.486784694479222	"M1"
"Zt09_chr_2_00353"	0.48451043143662	"M1"
"Zt09_chr_2_00940"	0.48193347086174	"M1"
"Zt09_chr_1_00293"	0.477783146919484	"M1"
"Zt09_chr_4_00056"	0.475219637272677	"M1"
"Zt09_chr_12_00208"	0.472875125928069	"M1"
"Zt09_chr_1_00196"	0.469869048096564	"M1"
"Zt09_chr_9_00149"	0.468116147470581	"M1"
"Zt09_chr_10_00086"	0.467228820843566	"M1"
"Zt09_chr_11_00236"	0.466532663591156	"M1"
"Zt09_chr_7_00228"	0.460868775610453	"M1"
"Zt09_chr_6_00192"	0.450335894445158	"M1"
"Zt09_chr_3_00337"	0.443863126836019	"M1"
"Zt09_chr_3_00467"	0.440492195064337	"M1"
"Zt09_chr_13_00171"	0.439491853260691	"M1"
"Zt09_chr_2_00242"	0.427199975099962	"M1"
"Zt09_chr_7_00846"	0.422811557058211	"M1"
"Zt09_chr_4_00536"	0.422573758230013	"M1"
"Zt09_chr_10_00031"	0.422173937912433	"M1"
"Zt09_chr_4_00038"	0.418668878351548	"M1"
"Zt09_chr_4_00490"	0.417280734310722	"M1"
"Zt09_chr_7_00516"	0.406325390870765	"M1"
"Zt09_chr_6_00181"	0.404155841220029	"M1"
"Zt09_chr_8_00244"	0.403339505253464	"M1"
"Zt09_chr_1_01857"	0.397207959255093	"M1"
"Zt09_chr_1_02003"	0.394434481896018	"M1"
"Zt09_chr_1_01674"	0.390493392576338	"M1"
"Zt09_chr_11_00358"	0.38805996951725	"M1"
"Zt09_chr_2_00145"	0.386910466550578	"M1"
"Zt09_chr_12_00125"	0.380973223507706	"M1"
"Zt09_chr_3_00150"	0.37724280077346	"M1"
"Zt09_chr_9_00161"	0.37285473273983	"M1"
"Zt09_chr_12_00012"	0.370402651002384	"M1"
"Zt09_chr_2_00311"	0.363052038039029	"M1"
"Zt09_chr_5_00661"	0.359407830733652	"M1"
"Zt09_chr_6_00232"	0.358176093850871	"M1"
"Zt09_chr_7_00349"	0.356733789071171	"M1"
"Zt09_chr_1_00714"	0.354893694952944	"M1"
"Zt09_chr_2_01015"	0.350488171388438	"M1"
"Zt09_chr_9_00426"	0.349706674625847	"M1"
"Zt09_chr_7_00334"	0.348475895332987	"M1"
"Zt09_chr_8_00069"	0.346471873484649	"M1"
"Zt09_chr_2_00774"	0.334858342038186	"M1"
"Zt09_chr_3_00900"	0.334136783268198	"M1"
"Zt09_chr_7_00847"	0.331908820654032	"M1"
"Zt09_chr_4_00781"	0.331457711117237	"M1"
"Zt09_chr_11_00328"	0.331448569572468	"M1"
"Zt09_chr_5_00404"	0.330106726005298	"M1"
"Zt09_chr_4_00273"	0.328690646642268	"M1"
"Zt09_chr_6_00456"	0.326404779001987	"M1"
"Zt09_chr_2_00212"	0.323855974545423	"M1"
"Zt09_chr_9_00456"	0.319522753190096	"M1"
"Zt09_chr_6_00417"	0.316576362108109	"M1"
"Zt09_chr_9_00431"	0.316012777914013	"M1"
"Zt09_chr_3_00068"	0.314168584373367	"M1"
"Zt09_chr_9_00167"	0.314140689908699	"M1"
"Zt09_chr_11_00350"	0.313478039868021	"M1"
"Zt09_chr_2_00578"	0.301440759465826	"M1"
"Zt09_chr_1_01417"	0.300465222442133	"M1"
"Zt09_chr_3_01060"	0.298860981739576	"M1"
"Zt09_chr_12_00029"	0.296622155448933	"M1"
"Zt09_chr_3_00971"	0.295260322452685	"M1"
"Zt09_chr_6_00065"	0.293292873828014	"M1"
"Zt09_chr_2_00990"	0.289068832586199	"M1"
"Zt09_chr_6_00617"	0.287104216113256	"M1"
"Zt09_chr_5_00620"	0.283604821187737	"M1"
"Zt09_chr_4_00236"	0.281327382698961	"M1"
"Zt09_chr_3_01039"	0.281242020059	"M1"
"Zt09_chr_3_00904"	0.276532097192445	"M1"
"Zt09_chr_4_00784"	0.275571243331716	"M1"
"Zt09_chr_1_01861"	0.27556758414972	"M1"
"Zt09_chr_12_00199"	0.273527322548754	"M1"
"Zt09_chr_3_00262"	0.269504047752441	"M1"
"Zt09_chr_13_00360"	0.269236963541272	"M1"
"Zt09_chr_7_00257"	0.268676715056703	"M1"
"Zt09_chr_2_00580"	0.26854316358834	"M1"
"Zt09_chr_12_00114"	0.264741846937621	"M1"
"Zt09_chr_8_00408"	0.263182427453935	"M1"
"Zt09_chr_9_00232"	0.254074688464042	"M1"
"Zt09_chr_1_00151"	0.251998551108744	"M1"
"Zt09_chr_10_00253"	0.241470918183139	"M1"
"Zt09_chr_12_00442"	0.237980234987726	"M1"
"Zt09_chr_3_00522"	0.23359713027915	"M1"
"Zt09_chr_8_00315"	0.23203087750639	"M1"
"Zt09_chr_7_00544"	0.229005986898303	"M1"
"Zt09_chr_1_00256"	0.227599503185408	"M1"
"Zt09_chr_3_00082"	0.220690865209152	"M1"
"Zt09_chr_11_00230"	0.219268009372856	"M1"
"Zt09_chr_1_01201"	0.217914075954382	"M1"
"Zt09_chr_2_00343"	0.217723225368697	"M1"
"Zt09_chr_3_00231"	0.215630007001259	"M1"
"Zt09_chr_5_00217"	0.214879533594554	"M1"
"Zt09_chr_12_00018"	0.214551167157286	"M1"
"Zt09_chr_7_00829"	0.213624051678503	"M1"
"Zt09_chr_13_00355"	0.213342191758286	"M1"
"Zt09_chr_3_00945"	0.210762585377454	"M1"
"Zt09_chr_7_00278"	0.209027476263666	"M1"
"Zt09_chr_7_00845"	0.207331385335187	"M1"
"Zt09_chr_3_00523"	0.207314717572741	"M1"
"Zt09_chr_3_00148"	0.207035764779473	"M1"
"Zt09_chr_2_01084"	0.206958514869056	"M1"
"Zt09_chr_2_00144"	0.206447264546206	"M1"
"Zt09_chr_1_01724"	0.205214768128389	"M1"
"Zt09_chr_4_00883"	0.20285744843984	"M1"
"Zt09_chr_1_00233"	0.202343893189928	"M1"
"Zt09_chr_8_00254"	0.196816224837032	"M1"
"Zt09_chr_1_00996"	0.196806941709884	"M1"
"Zt09_chr_5_00692"	0.196332288264921	"M1"
"Zt09_chr_3_00230"	0.193733320520735	"M1"
"Zt09_chr_1_01886"	0.192866712108611	"M1"
"Zt09_chr_1_00485"	0.190830824191253	"M1"
"Zt09_chr_1_01202"	0.190342678434711	"M1"
"Zt09_chr_3_00948"	0.189917077324171	"M1"
"Zt09_chr_9_00240"	0.189314046359719	"M1"
"Zt09_chr_8_00608"	0.189192328838456	"M1"
"Zt09_chr_1_00774"	0.183105527634235	"M1"
"Zt09_chr_5_00567"	0.182983502857333	"M1"
"Zt09_chr_11_00419"	0.182786484084826	"M1"
"Zt09_chr_3_00711"	0.171861394913927	"M1"
"Zt09_chr_5_00645"	0.168245330145224	"M1"
"Zt09_chr_3_00138"	0.167771574793483	"M1"
"Zt09_chr_6_00233"	0.163967107768728	"M1"
"Zt09_chr_6_00360"	0.161491224850947	"M1"
"Zt09_chr_13_00317"	0.160698885870713	"M1"
"Zt09_chr_8_00728"	0.157184680062918	"M1"
"Zt09_chr_3_00158"	0.156655074914016	"M1"
"Zt09_chr_1_00805"	0.153788680248452	"M1"
"Zt09_chr_7_00523"	0.152947516063022	"M1"
"Zt09_chr_4_00888"	0.152714016759007	"M1"
"Zt09_chr_9_00376"	0.15222712120708	"M1"
"Zt09_chr_1_01104"	0.149936593310344	"M1"
"Zt09_chr_1_00255"	0.149842736591371	"M1"
"Zt09_chr_1_01904"	0.14899085702978	"M1"
"Zt09_chr_6_00078"	0.147514717857017	"M1"
"Zt09_chr_6_00081"	0.147256507709376	"M1"
"Zt09_chr_1_01468"	0.144340222581431	"M1"
"Zt09_chr_9_00251"	0.143061130405988	"M1"
"Zt09_chr_2_00085"	0.142845072905022	"M1"
"Zt09_chr_2_01111"	0.141068283238189	"M1"
"Zt09_chr_4_00171"	0.137008151467983	"M1"
"Zt09_chr_11_00255"	0.136658130663105	"M1"
"Zt09_chr_5_00219"	0.136013072788163	"M1"
"Zt09_chr_11_00214"	0.135912613110888	"M1"
"Zt09_chr_6_00706"	0.133653109433707	"M1"
"Zt09_chr_6_00083"	0.132608686424495	"M1"
"Zt09_chr_5_00461"	0.130785290693044	"M1"
"Zt09_chr_5_00660"	0.129555851373895	"M1"
"Zt09_chr_3_00116"	0.126348408311317	"M1"
"Zt09_chr_4_00238"	0.126189605982697	"M1"
"Zt09_chr_1_02056"	0.126055330531448	"M1"
"Zt09_chr_6_00429"	0.123876346838961	"M1"
"Zt09_chr_2_01042"	0.120885545189415	"M1"
"Zt09_chr_7_00233"	0.120088148297343	"M1"
"Zt09_chr_1_00182"	0.119472599625087	"M1"
"Zt09_chr_2_00539"	0.118401008832823	"M1"
"Zt09_chr_3_00838"	0.116398549295679	"M1"
"Zt09_chr_5_00535"	0.116235035155732	"M1"
"Zt09_chr_12_00103"	0.112217210463463	"M1"
"Zt09_chr_4_00036"	0.111280642159325	"M1"
"Zt09_chr_6_00211"	0.110570613718587	"M1"
"Zt09_chr_2_00538"	0.108411929284294	"M1"
"Zt09_chr_8_00750"	0.108348641031104	"M1"
"Zt09_chr_4_00492"	0.10687334425586	"M1"
"Zt09_chr_3_00483"	0.106339780196479	"M1"
"Zt09_chr_10_00166"	0.106266781935979	"M1"
"Zt09_chr_1_02052"	0.105804531935296	"M1"
"Zt09_chr_3_00182"	0.10351583674039	"M1"
"Zt09_chr_6_00362"	0.103302478710583	"M1"
"Zt09_chr_4_00496"	0.102116750447439	"M1"
"Zt09_chr_11_00256"	0.101592487907762	"M1"
"Zt09_chr_1_01993"	0.101002913559562	"M1"
"Zt09_chr_3_00893"	0.100597418552938	"M1"
"Zt09_chr_7_00040"	0.100514500483851	"M1"
"Zt09_chr_7_00010"	0.0999545837209429	"M1"
"Zt09_chr_13_00237"	0.0999190450818608	"M1"
"Zt09_chr_3_01112"	0.0997106346922304	"M1"
"Zt09_chr_5_00215"	0.0993292030723763	"M1"
"Zt09_chr_8_00747"	0.0992531573692131	"M1"
"Zt09_chr_5_00796"	0.0973433019630354	"M1"
"Zt09_chr_12_00113"	0.0965399851505225	"M1"
"Zt09_chr_2_00249"	0.0963810108070303	"M1"
"Zt09_chr_3_00032"	0.096297608968049	"M1"
"Zt09_chr_10_00183"	0.0959672655012705	"M1"
"Zt09_chr_8_00513"	0.0955102295175874	"M1"
"Zt09_chr_1_00311"	0.0953093689063251	"M1"
"Zt09_chr_6_00660"	0.0942330285634565	"M1"
"Zt09_chr_3_00307"	0.0934683036046194	"M1"
"Zt09_chr_13_00240"	0.0912930427762419	"M1"
"Zt09_chr_10_00293"	0.0909380187133565	"M1"
"Zt09_chr_6_00150"	0.0908299706795861	"M1"
"Zt09_chr_1_01494"	0.0907739937667178	"M1"
"Zt09_chr_6_00607"	0.0897367522911769	"M1"
"Zt09_chr_3_00505"	0.0890445610063797	"M1"
"Zt09_chr_5_00537"	0.0881223643289672	"M1"
"Zt09_chr_4_00580"	0.0873997164469511	"M1"
"Zt09_chr_10_00216"	0.0861029975616898	"M1"
"Zt09_chr_13_00133"	0.0858693864797462	"M1"
"Zt09_chr_2_00608"	0.0848606080164753	"M1"
"Zt09_chr_3_00741"	0.0838956361281411	"M1"
"Zt09_chr_5_00183"	0.0833679077612316	"M1"
"Zt09_chr_12_00427"	0.0810193266036043	"M1"
"Zt09_chr_5_00515"	0.0810168612678167	"M1"
"Zt09_chr_6_00086"	0.0807546837073265	"M1"
"Zt09_chr_4_00279"	0.0804392509326728	"M1"
"Zt09_chr_5_00802"	0.0801908920212543	"M1"
"Zt09_chr_1_00343"	0.0790399351454689	"M1"
"Zt09_chr_11_00353"	0.0786361155293429	"M1"
"Zt09_chr_11_00039"	0.0772860791196144	"M1"
"Zt09_chr_1_00786"	0.0769844221884076	"M1"
"Zt09_chr_7_00844"	0.0759191765077614	"M1"
"Zt09_chr_3_00728"	0.0755737755171517	"M1"
"Zt09_chr_5_00098"	0.0731443480127828	"M1"
"Zt09_chr_3_00277"	0.0728247800422086	"M1"
"Zt09_chr_1_00237"	0.0716386037826749	"M1"
"Zt09_chr_1_00884"	0.0716185404139094	"M1"
"Zt09_chr_2_01027"	0.0715472451740183	"M1"
"Zt09_chr_9_00077"	0.0695896921932094	"M1"
"Zt09_chr_7_00851"	0.0692532272241048	"M1"
"Zt09_chr_6_00351"	0.0691719830605158	"M1"
"Zt09_chr_11_00360"	0.0682795877314143	"M1"
"Zt09_chr_4_00518"	0.0680645589614745	"M1"
"Zt09_chr_12_00198"	0.0668809762263485	"M1"
"Zt09_chr_13_00099"	0.0668196220507846	"M1"
"Zt09_chr_1_00725"	0.0660991636829059	"M1"
"Zt09_chr_1_01275"	0.0657027754665267	"M1"
"Zt09_chr_4_00422"	0.0651432925574819	"M1"
"Zt09_chr_2_00250"	0.0650915976772914	"M1"
"Zt09_chr_5_00797"	0.0650756574574052	"M1"
"Zt09_chr_2_00813"	0.0640838562891114	"M1"
"Zt09_chr_6_00027"	0.0636926884500374	"M1"
"Zt09_chr_3_00400"	0.0635762180604862	"M1"
"Zt09_chr_6_00505"	0.0631292114500096	"M1"
"Zt09_chr_12_00279"	0.0629407039644204	"M1"
"Zt09_chr_3_00792"	0.0621873175994301	"M1"
"Zt09_chr_2_00276"	0.0621026260856584	"M1"
"Zt09_chr_1_00977"	0.0620903938889487	"M1"
"Zt09_chr_8_00298"	0.0617876433665618	"M1"
"Zt09_chr_13_00358"	0.0617502499700617	"M1"
"Zt09_chr_4_00569"	0.0614401012331942	"M1"
"Zt09_chr_9_00324"	0.0610629814914281	"M1"
"Zt09_chr_5_00637"	0.060992315239338	"M1"
"Zt09_chr_12_00175"	0.0596691495994706	"M1"
"Zt09_chr_7_00848"	0.0592769562724156	"M1"
"Zt09_chr_2_00728"	0.0591789121016342	"M1"
"Zt09_chr_5_00636"	0.0588720048382141	"M1"
"Zt09_chr_11_00401"	0.0580826047253619	"M1"
"Zt09_chr_1_01619"	0.0572257622080072	"M1"
"Zt09_chr_1_01429"	0.0566420141019075	"M1"
"Zt09_chr_10_00085"	0.0563466988281566	"M1"
"Zt09_chr_1_00296"	0.0551018222798546	"M1"
"Zt09_chr_2_00680"	0.0545008714544539	"M1"
"Zt09_chr_5_00561"	0.053116878757374	"M1"
"Zt09_chr_1_02019"	0.0530663836892842	"M1"
"Zt09_chr_3_00415"	0.0528685819539108	"M1"
"Zt09_chr_7_00850"	0.0528435141129929	"M1"
"Zt09_chr_10_00291"	0.0527889126187761	"M1"
"Zt09_chr_13_00239"	0.0526642912158588	"M1"
"Zt09_chr_4_00495"	0.0526394302340602	"M1"
"Zt09_chr_7_00231"	0.0519553682341443	"M1"
"Zt09_chr_1_00312"	0.0517978296744883	"M1"
"Zt09_chr_13_00364"	0.0517653403137821	"M1"
"Zt09_chr_6_00071"	0.0516505713180438	"M1"
"Zt09_chr_7_00286"	0.0509703969118687	"M1"
"Zt09_chr_9_00148"	0.0507149530819681	"M1"
"Zt09_chr_10_00208"	0.0498912812375384	"M1"
"Zt09_chr_1_00712"	0.0498646202196511	"M1"
"Zt09_chr_1_01393"	0.049507768020373	"M1"
"Zt09_chr_13_00238"	0.0494527630126543	"M1"
"Zt09_chr_5_00534"	0.0493383830699052	"M1"
"Zt09_chr_1_01521"	0.048945295315408	"M1"
"Zt09_chr_2_00808"	0.0484583989804983	"M1"
"Zt09_chr_11_00524"	0.0480367200585467	"M1"
"Zt09_chr_5_00279"	0.0478656045935363	"M1"
"Zt09_chr_11_00029"	0.0477311839212926	"M1"
"Zt09_chr_12_00360"	0.0460826633913255	"M1"
"Zt09_chr_5_00670"	0.0460262706156463	"M1"
"Zt09_chr_10_00145"	0.0456874567733038	"M1"
"Zt09_chr_7_00256"	0.0449421185868554	"M1"
"Zt09_chr_5_00182"	0.0448782490473801	"M1"
"Zt09_chr_8_00729"	0.0446072634312165	"M1"
"Zt09_chr_12_00030"	0.0444982997741149	"M1"
"Zt09_chr_12_00184"	0.0443656921125698	"M1"
"Zt09_chr_11_00427"	0.0443502880736116	"M1"
"Zt09_chr_1_01579"	0.0433723956739972	"M1"
"Zt09_chr_6_00156"	0.0432630616654295	"M1"
"Zt09_chr_1_00184"	0.0430237652243267	"M1"
"Zt09_chr_5_00696"	0.0424196649612512	"M1"
"Zt09_chr_2_00610"	0.0422921897817841	"M1"
"Zt09_chr_6_00632"	0.0420766678824782	"M1"
"Zt09_chr_7_00849"	0.0419364330469492	"M1"
"Zt09_chr_3_00090"	0.0410842268267809	"M1"
"Zt09_chr_2_00186"	0.041026827753214	"M1"
"Zt09_chr_8_00107"	0.0408191971139303	"M1"
"Zt09_chr_9_00459"	0.0407267357800236	"M1"
"Zt09_chr_10_00278"	0.0406969393196861	"M1"
"Zt09_chr_5_00553"	0.0402573273637634	"M1"
"Zt09_chr_10_00185"	0.0400963465436611	"M1"
"Zt09_chr_2_00834"	0.0395716041519524	"M1"
"Zt09_chr_8_00577"	0.0395048663101388	"M1"
"Zt09_chr_12_00203"	0.0385477246170619	"M1"
"Zt09_chr_9_00171"	0.0380990689981733	"M1"
"Zt09_chr_6_00032"	0.0378370211069017	"M1"
"Zt09_chr_10_00035"	0.0375611976483353	"M1"
"Zt09_chr_2_00702"	0.0374239291993628	"M1"
"Zt09_chr_8_00149"	0.0373752411452191	"M1"
"Zt09_chr_2_00770"	0.0367476598167746	"M1"
"Zt09_chr_7_00076"	0.0363806556585946	"M1"
"Zt09_chr_1_00285"	0.0360987972265445	"M1"
"Zt09_chr_8_00426"	0.0355625226549631	"M1"
"Zt09_chr_9_00621"	0.0355454179840827	"M1"
"Zt09_chr_9_00147"	0.0349307386596626	"M1"
"Zt09_chr_4_00694"	0.0345190982722529	"M1"
"Zt09_chr_4_00744"	0.034425377989161	"M1"
"Zt09_chr_3_00324"	0.0343674986334237	"M1"
"Zt09_chr_1_00931"	0.0343481098429275	"M1"
"Zt09_chr_2_00729"	0.0342239391709613	"M1"
"Zt09_chr_4_00661"	0.0341412298890437	"M1"
"Zt09_chr_4_00493"	0.0341082054845363	"M1"
"Zt09_chr_1_02108"	0.0340333444698316	"M1"
"Zt09_chr_1_01813"	0.0336334154829344	"M1"
"Zt09_chr_2_01030"	0.0336245358445099	"M1"
"Zt09_chr_13_00226"	0.033596108904443	"M1"
"Zt09_chr_10_00071"	0.033432421006084	"M1"
"Zt09_chr_4_00489"	0.0333913923049108	"M1"
"Zt09_chr_11_00118"	0.0328629844951256	"M1"
"Zt09_chr_12_00034"	0.0328199957269717	"M1"
"Zt09_chr_11_00336"	0.032764642211968	"M1"
"Zt09_chr_5_00680"	0.0325618064875832	"M1"
"Zt09_chr_6_00079"	0.0324847024728607	"M1"
"Zt09_chr_13_00155"	0.0320362858391772	"M1"
"Zt09_chr_3_00602"	0.0309000130293361	"M1"
"Zt09_chr_1_01511"	0.030710275124259	"M1"
"Zt09_chr_1_01358"	0.0305566376376743	"M1"
"Zt09_chr_2_00143"	0.0303982948665573	"M1"
"Zt09_chr_1_01605"	0.0300297950818661	"M1"
"Zt09_chr_2_00199"	0.0297880735630855	"M1"
"Zt09_chr_9_00373"	0.0294493083394949	"M1"
"Zt09_chr_10_00235"	0.0294213146011864	"M1"
"Zt09_chr_2_00418"	0.0293015558891769	"M1"
"Zt09_chr_9_00272"	0.0291814325212963	"M1"
"Zt09_chr_10_00057"	0.0287174080060062	"M1"
"Zt09_chr_1_01490"	0.0285369352259802	"M1"
"Zt09_chr_1_01335"	0.0284881165609086	"M1"
"Zt09_chr_1_00793"	0.02829614718224	"M1"
"Zt09_chr_9_00270"	0.0282616097780913	"M1"
"Zt09_chr_4_00886"	0.0280398151562158	"M1"
"Zt09_chr_10_00200"	0.0280122109460834	"M1"
"Zt09_chr_9_00480"	0.028003944374873	"M1"
"Zt09_chr_6_00075"	0.0279706571576845	"M1"
"Zt09_chr_6_00149"	0.0278747574719063	"M1"
"Zt09_chr_11_00257"	0.0277065903183565	"M1"
"Zt09_chr_1_01043"	0.0275110774803366	"M1"
"Zt09_chr_11_00390"	0.0274467534106008	"M1"
"Zt09_chr_7_00535"	0.0271497771684895	"M1"
"Zt09_chr_6_00506"	0.0271432777412841	"M1"
"Zt09_chr_3_00133"	0.0271047847818771	"M1"
"Zt09_chr_5_00659"	0.0270582549931383	"M1"
"Zt09_chr_1_01058"	0.0269738781695035	"M1"
"Zt09_chr_6_00223"	0.0266929051087242	"M1"
"Zt09_chr_9_00550"	0.0259547550757626	"M1"
"Zt09_chr_7_00375"	0.0252167750002826	"M1"
"Zt09_chr_1_01525"	0.02504777473191	"M1"
"Zt09_chr_9_00162"	0.0243216720728421	"M1"
"Zt09_chr_5_00176"	0.0241280735428343	"M1"
"Zt09_chr_3_00430"	0.0239142860030217	"M1"
"Zt09_chr_8_00040"	0.0238024293215347	"M1"
"Zt09_chr_13_00119"	0.0234950574784224	"M1"
"Zt09_chr_1_01082"	0.0233648516717248	"M1"
"Zt09_chr_6_00385"	0.0230065329069238	"M1"
"Zt09_chr_9_00486"	0.0229733916327907	"M1"
"Zt09_chr_4_00188"	0.0229235973662774	"M1"
"Zt09_chr_9_00520"	0.022876652610712	"M1"
"Zt09_chr_1_00159"	0.0228110311639317	"M1"
"Zt09_chr_4_00170"	0.0226123315445071	"M1"
"Zt09_chr_4_00687"	0.0225702660252261	"M1"
"Zt09_chr_4_00055"	0.022433671042712	"M1"
"Zt09_chr_1_00353"	0.0222062981441218	"M1"
"Zt09_chr_4_00654"	0.0220844148832507	"M1"
"Zt09_chr_10_00226"	0.0220273681469896	"M1"
"Zt09_chr_2_00555"	0.0220189613629023	"M1"
"Zt09_chr_2_00536"	0.021999197835216	"M1"
"Zt09_chr_7_00459"	0.0219606510166939	"M1"
"Zt09_chr_3_01134"	0.0218080373613807	"M1"
"Zt09_chr_5_00382"	0.021681822320344	"M1"
"Zt09_chr_7_00528"	0.0213132571639472	"M1"
"Zt09_chr_11_00519"	0.0211695842446846	"M1"
"Zt09_chr_1_00260"	0.021084428719992	"M1"
"Zt09_chr_1_02112"	0.0209788389949228	"M1"
"Zt09_chr_3_00846"	0.0208767727766036	"M1"
"Zt09_chr_7_00505"	0.0207583249528007	"M1"
"Zt09_chr_1_00149"	0.0207561723527074	"M1"
"Zt09_chr_1_01124"	0.0206713634635708	"M1"
"Zt09_chr_13_00034"	0.0206228519343455	"M1"
"Zt09_chr_7_00027"	0.020509408084283	"M1"
"Zt09_chr_7_00064"	0.0205008042403968	"M1"
"Zt09_chr_2_01082"	0.0204637391633598	"M1"
"Zt09_chr_4_00690"	0.0203717157696804	"M1"
"Zt09_chr_6_00025"	0.0202484175659145	"M1"
"Zt09_chr_5_00202"	0.0200119560190047	"M1"
"Zt09_chr_7_00553"	0.0199513053469955	"M1"
"Zt09_chr_1_01119"	0.0197273421375094	"M1"
"Zt09_chr_2_00815"	0.0196701196705851	"M1"
"Zt09_chr_2_00945"	0.0196358111186367	"M1"
"Zt09_chr_1_01599"	0.0194245207549572	"M1"
"Zt09_chr_1_01480"	0.0193027527064534	"M1"
"Zt09_chr_6_00513"	0.0191198700500539	"M1"
"Zt09_chr_1_01440"	0.0190864405811778	"M1"
"Zt09_chr_8_00104"	0.0190190020508676	"M1"
"Zt09_chr_1_01575"	0.0189051543108614	"M1"
